Accession,Organismo,Gen,Producto,Proteína
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,dimethyl sulfoxide reductase anchor subunit family protein,XLY53000.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,molecular chaperone,XLY53001.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1996 domain-containing protein,XLY53002.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,SdiA-regulated domain-containing protein,XLY53003.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,Ig-like domain-containing protein,XLY53004.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rtsB,transcriptional regulator RtsB,XLY53005.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,AraC family transcriptional regulator,XLY53006.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1778 domain-containing protein,XLY53007.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,GNAT family N-acetyltransferase,XLY53008.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,IS481 family transposase,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53009.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,PapB/FocB family fimbrial expression transcriptional regulator,XLY53010.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein,XLY53011.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,faeD,F4 (K88) fimbrial usher FaeD,XLY53012.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbria/pilus periplasmic chaperone,XLY53013.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF5462 family protein,XLY54727.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein,XLY53014.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,faeH,F4 (K88) fimbria minor subunit FaeH,XLY53015.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,fimbrial protein,XLY53016.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53017.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,FaeA/PapI family transcriptional regulator,XLY53018.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY54888.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,SdiA-regulated domain-containing protein,XLY53019.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,non-specific acid phosphatase,XLY53020.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix domain-containing protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,transcriptional regulator,XLY53021.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,protein-disulfide reductase DsbD,XLY53022.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,cutA,divalent cation tolerance protein CutA,XLY53023.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dcuA,anaerobic C4-dicarboxylate transporter DcuA,XLY53024.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,aspA,aspartate ammonia-lyase,XLY53025.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,FxsA family protein,XLY53026.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjeH,L-methionine/branched-chain amino acid transporter,XLY53027.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,co-chaperone GroES,XLY53028.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,groL,chaperonin GroEL,XLY53029.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF4156 domain-containing protein,XLY53030.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjeJ family protein,XLY53031.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,epmB,EF-P beta-lysylation protein EpmB,XLY53032.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,efp,elongation factor P,XLY53033.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,entericidin A/B family lipoprotein,XLY54728.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ecnB,lipoprotein toxin entericidin B,XLY53034.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix transcriptional regulator,XLY53035.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,sugE,quaternary ammonium compound efflux SMR transporter SugE,XLY53036.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,lipocalin family protein,XLY53037.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,frdD,fumarate reductase subunit FrdD,XLY53038.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,frdC,fumarate reductase subunit FrdC,XLY53039.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,frdB,fumarate reductase iron-sulfur protein,XLY53040.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,frdA,fumarate reductase (quinol) flavoprotein subunit,XLY53041.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,epmA,elongation factor P--(R)-beta-lysine ligase,XLY53042.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjeM,glutamate/gamma-aminobutyrate family transporter YjeM,XLY53043.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjeO family protein,XLY53044.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mscM,miniconductance mechanosensitive channel MscM,XLY53045.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,asd,archaetidylserine decarboxylase,XLY53046.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rsgA,small ribosomal subunit biogenesis GTPase RsgA,XLY53047.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,orn,oligoribonuclease,XLY53048.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,arginine ABC transporter substrate-binding protein,XLY53049.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,queG,tRNA epoxyqueuosine(34) reductase QueG,XLY53050.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nnr,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,XLY53051.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,tsaE,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,XLY53052.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,amiB,N-acetylmuramoyl-L-alanine amidase AmiB,XLY53053.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mutL,DNA mismatch repair endonuclease MutL,XLY53054.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,XLY53055.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,hfq,RNA chaperone Hfq,XLY53056.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,hflX,ribosome rescue GTPase HflX,XLY53057.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,hflK,FtsH protease activity modulator HflK,XLY53058.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,hflC,protease modulator HflC,XLY53059.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF2065 domain-containing protein,XLY53060.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,purA,adenylosuccinate synthase,XLY53061.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nsrR,nitric oxide-sensing transcriptional repressor NsrR,XLY53062.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rnr,ribonuclease R,XLY53063.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,XLY53064.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjfI family protein,XLY53065.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,PspA/IM30 family protein,XLY53066.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,potassium channel family protein,XLY53067.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjfK family protein,XLY53068.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF350 domain-containing protein,XLY53069.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1190 domain-containing protein,XLY53070.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glutathionylspermidine synthase family protein,XLY53071.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,isovaleryl-CoA dehydrogenase,XLY53072.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjfN,DUF1471 family protease activator YjfN,XLY53073.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,bsmA,biofilm peroxide resistance protein BsmA,XLY53074.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjfP,esterase,XLY53075.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaR,HTH-type transcriptional regulator UlaR,XLY53076.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaG,L-ascorbate 6-phosphate lactonase,XLY53077.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaA,PTS ascorbate transporter subunit IIC,XLY54729.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaB,PTS ascorbate transporter subunit IIB,XLY53078.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaC,PTS ascorbate transporter subunit IIA,XLY53079.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,XLY53080.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,XLY53081.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,L-ribulose-5-phosphate 4-epimerase,XLY53082.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjfY,DUF1471 family protein YjfY,XLY53083.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53084.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rpsF,30S ribosomal protein S6,XLY53085.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,priB,primosomal replication protein N,XLY53086.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rpsR,30S ribosomal protein S18,XLY53087.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rplI,50S ribosomal protein L9,XLY53088.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DMT family transporter,XLY53089.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,LysM-like peptidoglycan-binding domain-containing protein,XLY53090.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase,XLY53091.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,cycA,D-serine/D-alanine/glycine transporter,XLY53092.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ytfE,iron-sulfur cluster repair protein YtfE,XLY53093.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DMT family transporter,XLY53094.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,SDR family oxidoreductase,XLY53095.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,winged helix-turn-helix transcriptional regulator,XLY53096.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,"bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",XLY53097.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,cysQ,"3'(2'),5'-bisphosphate nucleotidase CysQ",XLY53098.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YtfJ family protein,XLY53099.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1107 domain-containing protein,XLY53100.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hemolysin family protein,XLY53101.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,msrA,peptide-methionine (S)-S-oxide reductase MsrA,XLY53102.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,tamA,autotransporter assembly complex protein TamA,XLY53103.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,tamB,autotransporter assembly complex protein TamB,XLY53104.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,gamma-glutamylcyclotransferase,XLY53105.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53106.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,metallo-dependent hydrolase,XLY54730.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ppa,inorganic diphosphatase,XLY53107.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,fbp,class 1 fructose-bisphosphatase,XLY53108.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,XLY53109.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolR,myo-inositol utilization transcriptional regulator IolR,XLY53110.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolT1,myo-inositol import MFS transporter IolT1,XLY53111.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolT2,myo-inositol import MFS transporter IolT2,XLY53112.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolB,5-deoxy-glucuronate isomerase,XLY53113.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolA,malonate-semialdehyde dehydrogenase IolA,XLY53114.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,reiD,myo-inositol utilization transcriptional regulator ReiD,XLY53115.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolE,myo-inosose-2 dehydratase,XLY53116.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolG1,inositol 2-dehydrogenase IolG1,XLY53117.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,srfJ,lysosomal glucosyl ceramidase-like type III secretion effector SrfJ,XLY53118.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolI1,2-keto-myo-inositol isomerase IolI1,XLY53119.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53120.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolC,5-dehydro-2-deoxygluconokinase,XLY53121.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolD,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)",XLY53122.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolG2,D-chiro-inositol-2-dehydrogenase IolG2,XLY53123.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53124.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolI2,2-keto-myo-inositol isomerase IolI2,XLY53125.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iolH,sugar phosphate isomerase/epimerase IolH,XLY53126.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjgA,ribosome biogenesis factor YjgA,XLY53127.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pmbA,metalloprotease PmbA,XLY53128.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,cybC,cytochrome b562,XLY53129.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glycine dehydrogenase,XLY53130.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,SFCGS family glycine-rich protein,XLY53131.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF4312 family protein,XLY53132.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF4311 domain-containing protein,XLY53133.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF4310 family protein,XLY53134.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,amidohydrolase/deacetylase family metallohydrolase,XLY53135.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DgaE family pyridoxal phosphate-dependent ammonia lyase,XLY53136.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,dagF,2-dehydro-3-deoxy-phosphogluconate aldolase,XLY53137.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,BglG family transcription antiterminator,XLY53138.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,type II toxin-antitoxin system RelB/DinJ family antitoxin,XLY53139.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,type II toxin-antitoxin system RelE family toxin,XLY53140.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nrdG,anaerobic ribonucleoside-triphosphate reductase-activating protein,XLY53141.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,nrdD,anaerobic ribonucleoside-triphosphate reductase,XLY53142.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,treC,"alpha,alpha-phosphotrehalase",XLY53143.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,treB,PTS trehalose transporter subunit IIBC,XLY53144.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,treR,trehalose operon repressor TreR,XLY53145.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mgtL,mgtA regulatory leader peptide MgtL,XLY54731.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mgtA,magnesium-translocating P-type ATPase,XLY53146.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ridA,2-iminobutanoate/2-iminopropanoate deaminase,XLY53147.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pyrI,aspartate carbamoyltransferase regulatory subunit,XLY53148.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pyrB,aspartate carbamoyltransferase,XLY53149.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pyrL,pyr operon leader peptide,XLY53150.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,arginine repressor,XLY53151.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YfcC family protein,XLY53152.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,argF,ornithine carbamoyltransferase,XLY53153.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,arcC,carbamate kinase,XLY53154.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,arcA,arginine deiminase,XLY54732.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YhcH/YjgK/YiaL family protein,XLY53155.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,argF,ornithine carbamoyltransferase,XLY53156.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,argL,putative translational regulatory protein ArgL,XLY53157.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,rraB,ribonuclease E inhibitor RraB,XLY53158.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,miaE,tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE,XLY53159.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF3617 domain-containing protein,XLY53160.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,GNAT family N-acetyltransferase,XLY53161.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjgN family protein,XLY53162.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,valine--tRNA ligase,XLY53163.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,holC,DNA polymerase III subunit chi,XLY54733.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,pepA,leucyl aminopeptidase,XLY53164.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY54734.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,lptF,LPS export ABC transporter permease LptF,XLY53165.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,lptG,LPS export ABC transporter permease LptG,XLY53166.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,LacI family DNA-binding transcriptional regulator,XLY53167.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,idnT,gnt-II system L-idonate transporter,XLY53168.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,idnO,gluconate 5-dehydrogenase,XLY53169.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,idnD,L-idonate 5-dehydrogenase,XLY53170.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,idnK,gluconokinase,XLY53171.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,NAD(P)-dependent alcohol dehydrogenase,XLY53172.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,tyrosine-type recombinase/integrase,XLY53173.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DNA-methyltransferase,XLY53174.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix domain-containing protein,XLY53175.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,restriction endonuclease,XLY53176.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,phage polarity suppression protein,XLY53177.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,ogr/Delta-like zinc finger family protein,XLY53178.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,glycoprotein 3,XLY53179.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,helix-turn-helix transcriptional regulator,XLY53180.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,host cell division inhibitor Icd-like protein,XLY53181.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53182.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF5375 domain-containing protein,XLY53183.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,primase-helicase zinc-binding domain-containing protein,XLY53184.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53185.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53186.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53187.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,phosphorothioated DNA-binding restriction endonuclease,XLY53188.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YebC/PmpR family DNA-binding transcriptional regulator,XLY53189.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,methyltransferase domain-containing protein,XLY53190.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjhX family toxin,XLY53191.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF1062 domain-containing protein,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53192.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,STM4504/CBY_0614 family protein,XLY53193.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF302 domain-containing protein,XLY53194.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,dienelactone hydrolase family protein,XLY53195.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,uxuR,Uxu operon transcriptional regulator,XLY53196.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,trpS,tryptophan--tRNA ligase,XLY53197.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,Hcp family type VI secretion system effector,XLY53198.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,aspartate/glutamate racemase family protein,XLY53199.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,hypT,hypochlorite stress DNA-binding transcriptional regulator HypT,XLY53200.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,iadA,beta-aspartyl-peptidase,XLY53201.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YjiG family protein,XLY53202.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,nucleoside recognition domain-containing protein,XLY53203.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,MFS transporter,XLY53204.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF445 domain-containing protein,XLY53205.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,mdtM,multidrug efflux MFS transporter MdtM,XLY53206.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,Rpn family recombination-promoting nuclease/putative transposase,XLY53207.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,NAD-dependent succinate-semialdehyde dehydrogenase,XLY53208.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53209.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjiS,DUF1127 domain-containing protein YjiS,XLY53210.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,DUF5655 domain-containing protein,XLY53211.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,type I restriction endonuclease subunit R,XLY53212.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,restriction endonuclease subunit S,XLY53213.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,N-6 DNA methylase,XLY53214.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,restriction endonuclease,ND
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,hypothetical protein,XLY53215.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,class I SAM-dependent DNA methyltransferase,XLY53216.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,restriction endonuclease subunit S,XLY54735.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,3'-5' exonuclease,XLY53217.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,BrnT family toxin,XLY53218.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,BrnA antitoxin family protein,XLY53219.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,yjiA,GTPase,XLY53220.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,ND,YbdD/YjiX family protein,XLY53221.1
CP176707.1,Salmonella enterica subsp. enterica serovar Bareilly,btsT,pyruvate/proton symporter BtsT,XLY53222.1
