Archivo_aln,Accession,Organismo,Gen,Producto,Proteína
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,XRA03101.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,substrate-binding domain-containing protein,XRA03102.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,aryl-sulfate sulfotransferase,XRA03103.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,uracil-xanthine permease family protein,XRA03104.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dppA,dipeptide ABC transporter periplasmic-binding protein DppA,XRA03105.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dppB,dipeptide ABC transporter permease DppB,XRA03106.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dppC,dipeptide ABC transporter permease DppC,XRA03107.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dppD,dipeptide ABC transporter ATP-binding protein,XRA03108.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dppF,dipeptide ABC transporter ATP-binding subunit DppF,XRA03109.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,aromatic amino acid transport family protein,XRA03110.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PLP-dependent transferase,ND
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type I toxin-antitoxin system toxin Ldr family protein,XRA03111.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tnpA,IS200/IS605-like element IS200F family transposase,XRA03112.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsG,cellulose biosynthesis protein BcsG,XRA03113.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsF,cellulose biosynthesis protein BcsF,XRA03114.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsE,cellulose biosynthesis c-di-GMP-binding protein BcsE,XRA03115.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsR,cellulose biosynthesis protein BcsR,XRA03116.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsQ,cellulose biosynthesis protein BcsQ,XRA03117.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsA,UDP-forming cellulose synthase catalytic subunit,XRA03118.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,XRA03119.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsZ,cellulose synthase complex periplasmic endoglucanase BcsZ,XRA03120.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bcsC,cellulose synthase complex outer membrane protein BcsC,XRA03121.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hmsP,biofilm formation regulator HmsP,XRA03122.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dctA,C4-dicarboxylate transporter DctC,XRA03123.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,M16 family metallopeptidase,XRA03124.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,sugar kinase,XRA03125.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pdeH,cyclic-guanylate-specific phosphodiesterase,XRA03126.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,AsmA family protein,XRA03127.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MFS transporter,XRA03128.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhjD,inner membrane protein YhjD,XRA03129.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,LysR family transcriptional regulator,XRA05122.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,response regulator transcription factor,XRA03130.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,glycoside hydrolase family protein,XRA03131.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,STY4199 family HEPN domain-containing protein,XRA03132.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,"alpha,alpha-trehalase",XRA03133.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,GntR family transcriptional regulator,XRA03134.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fraB,6-phosphofructose-aspartate deglycase,XRA03135.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fraD,fructose-aspartate kinase,XRA05123.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,anaerobic C4-dicarboxylate transporter family protein,XRA03136.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fraE,fructose-asparagine asparaginase,XRA03137.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gorA,glutathione-disulfide reductase,XRA03138.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,XRA03139.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,acid phosphatase,XRA03140.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,prlC,oligopeptidase A,XRA03141.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,XRA03142.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dtpB,dipeptide/tripeptide permease DtpB,XRA03143.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,uspA,universal stress protein UspA,XRA03144.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,uspB,universal stress protein UspB,XRA03145.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pitA,inorganic phosphate transporter PitA,XRA03146.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,NAD(P)/FAD-dependent oxidoreductase,XRA03147.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,HlyD family secretion protein,XRA03148.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rbbA,ribosome-associated ATPase/putative transporter RbbA,XRA03149.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,ABC transporter permease,XRA03150.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nikR,nickel-responsive transcriptional regulator NikR,XRA05124.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,acpT,4'-phosphopantetheinyl transferase AcpT,XRA03151.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,AI-2E family transporter,XRA03152.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MFS transporter,XRA03153.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DcrB family lipoprotein,XRA03154.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,XRA03155.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tusA,sulfurtransferase TusA,XRA05125.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tcp,methyl-accepting chemotaxis citrate transducer,XRA03156.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,XRA03157.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,lysoplasmalogenase,XRA03158.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF2500 domain-containing protein,XRA03159.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF1145 family protein,XRA05126.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase,XRA03160.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ftsY,signal recognition particle-docking protein FtsY,XRA03161.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ftsE,cell division ATP-binding protein FtsE,XRA03162.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ftsX,permease-like cell division protein FtsX,XRA03163.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpoH,RNA polymerase sigma factor RpoH,XRA03164.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livJ,branched chain amino acid ABC transporter substrate-binding protein LivJ,XRA03165.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03166.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,panM,aspartate 1-decarboxylase autocleavage activator PanM,XRA03167.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livK,high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK,XRA03168.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livH,high-affinity branched-chain amino acid ABC transporter permease LivH,XRA03169.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livM,branched chain amino acid ABC transporter permease LivM,XRA03170.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livG,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,XRA03171.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,livF,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF,XRA03172.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type II toxin-antitoxin system Phd/YefM family antitoxin,XRA03173.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type II toxin-antitoxin system death-on-curing family toxin,XRA03174.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,XRA03175.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,XRA03176.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,XRA03177.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,sn-glycerol-3-phosphate import ATP-binding protein UgpC,XRA03178.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ugpQ,glycerophosphodiester phosphodiesterase,XRA03179.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF2756 family protein,XRA03180.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ggt,gamma-glutamyltransferase,XRA03181.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,phosphotriesterase,XRA03182.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DMT family transporter,XRA03183.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,glutamine amidotransferase,XRA03184.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PfkB family carbohydrate kinase,XRA03185.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yhhY,N-acetyltransferase,XRA03186.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,oxidoreductase,XRA03187.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,pirin family protein,XRA03188.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gntR,gluconate operon transcriptional repressor GntR,XRA03189.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gntK,gluconokinase,XRA03190.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gntU,gluconate transporter,XRA03191.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MarC family protein,XRA03192.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,asd,aspartate-semialdehyde dehydrogenase,XRA03193.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glgB,"1,4-alpha-glucan branching enzyme",XRA03194.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glgX,glycogen debranching protein GlgX,XRA03195.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glgC,glucose-1-phosphate adenylyltransferase,XRA03196.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glgA,glycogen synthase GlgA,XRA03197.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glgP,glycogen phosphorylase,XRA03198.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,IclR family transcriptional regulator,XRA03199.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,dihydrodipicolinate synthase family protein,XRA03200.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ilvD,dihydroxy-acid dehydratase,XRA03201.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,MFS transporter,XRA03202.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,glycerol dehydrogenase,XRA03203.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PstS family phosphate ABC transporter substrate-binding protein,XRA03204.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03205.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glpD,glycerol-3-phosphate dehydrogenase,XRA03206.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glpE,thiosulfate sulfurtransferase GlpE,XRA03207.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,glpG,rhomboid family intramembrane serine protease GlpG,XRA03208.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DeoR/GlpR family transcriptional regulator,XRA03209.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rtcR,RNA repair transcriptional activator RtcR,XRA03210.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,vWA domain-containing protein,XRA03211.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rtcB,RNA-splicing ligase RtcB,XRA05127.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rtcA,RNA 3'-terminal phosphate cyclase,XRA03212.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type II toxin-antitoxin system RelB/DinJ family antitoxin,XRA03213.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,type II toxin-antitoxin system YafQ family toxin,XRA03214.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,malT,HTH-type transcriptional regulator MalT,XRA03215.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,malP,maltodextrin phosphorylase,XRA03216.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,malQ,4-alpha-glucanotransferase,XRA03217.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gntT,gluconate transporter,XRA03218.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nfuA,Fe-S biogenesis protein NfuA,XRA03219.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gntX,DNA utilization protein GntX,XRA03220.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bioH,pimeloyl-ACP methyl ester esterase BioH,XRA03221.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Rpn family recombination-promoting nuclease/putative transposase,XRA03222.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,feoC,[Fe-S]-dependent transcriptional repressor FeoC,XRA03223.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,feoB,Fe(2+) transporter permease subunit FeoB,XRA03224.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,feoA,ferrous iron transporter A,XRA03225.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,Tex family protein,XRA03226.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,greB,transcription elongation factor GreB,XRA03227.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ompR,two-component system response regulator OmpR,XRA03228.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,envZ,two-component system sensor histidine kinase EnvZ,XRA03229.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pckA,phosphoenolpyruvate carboxykinase (ATP),XRA03230.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF4153 domain-containing protein,XRA03231.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hslO,Hsp33 family molecular chaperone HslO,XRA03232.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hslR,ribosome-associated heat shock protein Hsp15,XRA03233.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,yrfG,GMP/IMP nucleotidase,XRA03234.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,igaA,intracellular growth attenuator protein IgaA,XRA03235.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nudE,ADP compounds hydrolase NudE,XRA03236.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,XRA03237.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DNA utilization protein HofM,XRA03238.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,PilN domain-containing protein,XRA03239.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hypothetical protein,XRA03240.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,DUF2531 family protein,XRA03241.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hofQ,DNA uptake porin HofQ,XRA03242.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aroK,shikimate kinase AroK,XRA03243.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,aroB,3-dehydroquinate synthase,XRA03244.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,damX,cell division protein DamX,XRA03245.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,dam,adenine-specific DNA-methyltransferase,XRA03246.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpe,ribulose-phosphate 3-epimerase,XRA03247.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,gph,phosphoglycolate phosphatase,XRA03248.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,trpS,tryptophan--tRNA ligase,XRA03249.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YhfL family protein,XRA03250.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tnpA,IS200/IS605-like element IS200F family transposase,XRA03251.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bigA,autotransporter adhesin BigA,XRA03252.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,cysG,siroheme synthase CysG,XRA03253.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nirC,nitrite transporter NirC,XRA03254.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nirD,nitrite reductase small subunit NirD,XRA03255.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,nirB,NADPH-nitrite reductase large subunit,XRA03256.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tsgA,MFS transporter TsgA,XRA03257.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ppiA,peptidylprolyl isomerase A,XRA03258.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YhfG family protein,XRA03259.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,putative adenosine monophosphate-protein transferase Fic,XRA03260.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,pabA,aminodeoxychorismate synthase component 2,XRA03261.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,aspartate aminotransferase family protein,XRA03262.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YccS/YhfK family putative transporter,XRA05128.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,crp,cAMP-activated global transcriptional regulator CRP,XRA03263.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,OsmC family protein,XRA03264.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,phosphoribulokinase,XRA03265.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YheU family protein,XRA03266.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,hydrolase,XRA03267.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,monooxygenase,XRA03268.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,LysR family transcriptional regulator,XRA03269.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,ABC transporter ATP-binding protein,XRA03270.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,kefG,glutathione-regulated potassium-efflux system ancillary protein KefG,XRA03271.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,kefB,glutathione-regulated potassium-efflux system protein KefB,XRA03272.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,YheV family putative zinc ribbon protein,XRA03273.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,slyD,peptidylprolyl isomerase,XRA03274.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,protein SlyX,XRA03275.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase,XRA03276.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,ND,transcriptional regulator,XRA03277.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tusD,sulfurtransferase complex subunit TusD,XRA03278.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tusC,sulfurtransferase complex subunit TusC,XRA03279.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tusB,sulfurtransferase complex subunit TusB,XRA03280.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsL,30S ribosomal protein S12,XRA03281.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsG,30S ribosomal protein S7,XRA03282.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,fusA,elongation factor G,XRA03283.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,tuf,elongation factor Tu,XRA03284.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bfd,bacterioferritin-associated ferredoxin,XRA03285.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,bfr,bacterioferritin,XRA03286.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,hopD,leader peptidase HopD,XRA03287.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rpsJ,30S ribosomal protein S10,XRA03288.1
query_11_top5_alignment,CP176561.1,Salmonella enterica subsp. enterica serovar Typhimurium,rplC,50S ribosomal protein L3,XRA03289.1
